student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
NU_ENG_000443,NU,Environmental Engineering,1,19,M,"['modeling', 'programming', 'team projects', 'experiments']","I'm exploring different directions in Environmental Engineering through intro courses and small projects. My main interests include water treatment, modeling, air quality and applying them to water systems.","['public health', 'sustainability', 'modeling', 'hydrology', 'air quality']","['modeling', 'Python', 'GIS', 'sampling/measurement', 'data analysis']","['modeling', 'programming', 'team projects', 'water treatment', 'air quality', 'water systems', 'Python', 'GIS', 'hydrology', 'sustainability', 'environmental monitoring', 'public health']"
NU_ENG_000444,NU,Biomedical Engineering,3,21,M,"['design', 'team projects', 'experiments', 'modeling']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include imaging, modeling, experiments, image analysis and applying them to medical imaging.","['modeling', 'imaging', 'rehabilitation engineering', 'wearables', 'medical imaging']","['modeling', 'signal processing', 'data analysis', 'experiments', 'MATLAB']","['design', 'team projects', 'experiments', 'imaging', 'modeling', 'biomaterials', 'medical imaging', 'signal processing', 'data analysis', 'image analysis', 'bioinstrumentation', 'rehabilitation engineering']"
NU_ENG_000445,NU,Chemical Engineering,2,19,M,"['modeling', 'design', 'data analysis', 'experiments']","I'm getting more focused in Chemical Engineering by taking core classes and joining hands-on team projects. My main interests include transport phenomena, process safety, process design and applying them to materials processing.","['separations', 'energy', 'process design', 'catalysis', 'transport phenomena']","['mass/energy balances', 'process simulation', 'data analysis', 'Python', 'MATLAB']","['modeling', 'design', 'data analysis', 'transport phenomena', 'process safety', 'process design', 'materials processing', 'mass/energy balances', 'process simulation', 'lab work', 'lab experiments', 'reaction engineering']"
NU_ENG_000446,NU,Electrical Engineering,3,20,M,"['signals', 'embedded', 'control', 'communications']","I'm building depth in Electrical Engineering with advanced coursework and research/industry-style projects. My main interests include embedded sensing, control, embedded and applying them to sensing.","['circuits', 'sensing', 'control', 'power systems', 'robotics']","['MATLAB', 'control design', 'Python', 'lab instrumentation', 'circuit analysis']","['signals', 'embedded', 'control', 'embedded sensing', 'circuits', 'sensing', 'MATLAB', 'control design', 'Python', 'simulation', 'wireless', 'smart grid']"
NU_ENG_000447,NU,Materials Science and Engineering,1,18,M,"['data analysis', 'programming', 'design', 'team projects']","I'm exploring different directions in Materials Science and Engineering through intro courses and small projects. My main interests include design, polymers, nanomaterials and applying them to energy materials.","['advanced manufacturing', 'energy materials', 'biomaterials', 'polymers', 'design']","['data analysis', 'materials selection', 'experiments', 'lab characterization', 'simulation']","['data analysis', 'programming', 'design', 'polymers', 'nanomaterials', 'energy materials', 'materials selection', 'experiments', 'Python', 'process monitoring', 'simulation', 'characterization']"
NU_ENG_000448,NU,Computer Science,2,19,M,"['algorithms', 'AI', 'machine learning', 'systems']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include AI, data engineering, software engineering, NLP and applying them to finance.","['software engineering', 'security', 'computer vision', 'HCI', 'data engineering']","['SQL', 'APIs', 'debugging', 'testing', 'Python']","['algorithms', 'AI', 'machine learning', 'data engineering', 'software engineering', 'finance', 'SQL', 'APIs', 'debugging', 'NLP', 'computer vision', 'HCI']"
NU_ENG_000449,NU,Biomedical Engineering,3,20,F,"['experiments', 'modeling', 'programming', 'team projects']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include biomaterials, rehabilitation engineering, team projects, image analysis and applying them to wearables.","['biomechanics', 'assistive tech', 'medical devices', 'wearables', 'rehabilitation engineering']","['MATLAB', 'data analysis', 'modeling', 'signal processing', 'experiments']","['experiments', 'modeling', 'programming', 'biomaterials', 'rehabilitation engineering', 'team projects', 'biomechanics', 'wearables', 'MATLAB', 'data analysis', 'image analysis', 'medical devices']"
NU_ENG_000450,NU,Computer Science,3,20,F,"['data', 'AI', 'systems', 'algorithms']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include data engineering, data, algorithms, machine learning and applying them to finance.","['AI', 'data engineering', 'security', 'manufacturing analytics', 'algorithms']","['APIs', 'SQL', 'Python', 'Git', 'debugging']","['data', 'AI', 'systems', 'data engineering', 'algorithms', 'finance', 'APIs', 'SQL', 'Python', 'machine learning', 'process monitoring', 'robotics']"
NU_ENG_000451,NU,Applied Math,3,21,M,"['modeling', 'data analysis', 'design', 'experiments']","I'm building depth in Applied Math with advanced coursework and research/industry-style projects. My main interests include probability, experiments, design, ML foundations and applying them to engineering modeling.","['probability', 'engineering modeling', 'ML foundations', 'energy', 'experiments']","['data analysis', 'simulation', 'R', 'Python', 'numerical methods']","['modeling', 'data analysis', 'design', 'probability', 'experiments', 'scientific computing', 'engineering modeling', 'simulation', 'R', 'ML foundations', 'optimization', 'manufacturing systems']"
NU_ENG_000452,NU,Industrial Engineering,3,21,M,"['optimization', 'quality', 'supply chain', 'analytics']","I'm building depth in Industrial Engineering with advanced coursework and research/industry-style projects. My main interests include human factors, operations research, quality engineering and applying them to healthcare operations.","['quality engineering', 'healthcare operations', 'service systems', 'process improvement', 'simulation']","['A/B testing', 'Python', 'data visualization', 'discrete-event simulation', 'process mapping']","['optimization', 'quality', 'supply chain', 'human factors', 'operations research', 'quality engineering', 'analytics', 'healthcare operations', 'A/B testing', 'Python', 'data visualization', 'production planning']"
NU_ENG_000453,NU,Electrical Engineering,3,20,M,"['power', 'control', 'embedded', 'communications']","I'm building depth in Electrical Engineering with advanced coursework and research/industry-style projects. My main interests include signals, embedded sensing, power and applying them to robotics.","['manufacturing automation', 'circuits', 'embedded sensing', 'power systems', 'robotics']","['circuit analysis', 'MATLAB', 'simulation', 'control design', 'Python']","['power', 'control', 'embedded', 'signals', 'embedded sensing', 'robotics', 'circuit analysis', 'MATLAB', 'simulation', 'circuits', 'manufacturing automation', 'communications']"
NU_ENG_000454,NU,Biomedical Engineering,4,21,M,"['programming', 'design', 'experiments', 'modeling']","I'm specializing in Biomedical Engineering through capstone work and targeted research experience. My main interests include bioinstrumentation, rehabilitation engineering, modeling and applying them to wearables.","['wearables', 'bioinstrumentation', 'rehabilitation engineering', 'modeling', 'medical devices']","['Python', 'signal processing', 'experiments', 'modeling', 'MATLAB']","['programming', 'design', 'experiments', 'bioinstrumentation', 'rehabilitation engineering', 'modeling', 'imaging', 'wearables', 'Python', 'signal processing', 'MATLAB', 'healthcare']"
NU_ENG_000455,NU,Biomedical Engineering,3,20,F,"['programming', 'modeling', 'data analysis', 'experiments']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include programming, biomaterials, medical devices and applying them to wearables.","['bioinstrumentation', 'imaging', 'rehabilitation engineering', 'assistive tech', 'medical imaging']","['modeling', 'data analysis', 'MATLAB', 'signal processing', 'experiments']","['programming', 'modeling', 'data analysis', 'biomaterials', 'medical devices', 'bioinstrumentation', 'wearables', 'MATLAB', 'medical imaging', 'healthcare', 'internship', 'imaging']"
NU_ENG_000456,NU,Biomedical Engineering,3,20,M,"['design', 'team projects', 'experiments', 'programming']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include team projects, biomechanics, rehabilitation engineering and applying them to healthcare.","['wearables', 'healthcare', 'programming', 'imaging', 'medical imaging']","['experiments', 'Python', 'modeling', 'data analysis', 'signal processing']","['design', 'team projects', 'experiments', 'biomechanics', 'rehabilitation engineering', 'programming', 'healthcare', 'Python', 'modeling', 'MATLAB', 'signal processing', 'bioinstrumentation']"
NU_ENG_000457,NU,Materials Science and Engineering,3,20,M,"['modeling', 'team projects', 'data analysis', 'programming']","I'm building depth in Materials Science and Engineering with advanced coursework and research/industry-style projects. My main interests include metals, nanomaterials, data analysis and applying them to electronics.","['failure analysis', 'materials processing', 'energy materials', 'advanced manufacturing', 'polymers']","['experiments', 'materials selection', 'lab characterization', 'Python', 'simulation']","['modeling', 'team projects', 'data analysis', 'metals', 'nanomaterials', 'programming', 'electronics', 'experiments', 'materials selection', 'lab characterization', 'design reviews', 'materials processing']"
NU_ENG_000458,NU,Computer Science,1,18,M,"['systems', 'AI', 'data', 'algorithms']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include data, systems, security and applying them to robotics.","['data', 'robotics', 'data engineering', 'software engineering', 'HCI']","['APIs', 'Git', 'Python', 'SQL', 'debugging']","['systems', 'AI', 'data', 'security', 'robotics', 'APIs', 'Git', 'Python', 'finance', 'algorithms', 'testing', 'internship']"
NU_ENG_000459,NU,Industrial Engineering,2,19,M,"['supply chain', 'optimization', 'operations', 'simulation']","I'm getting more focused in Industrial Engineering by taking core classes and joining hands-on team projects. My main interests include simulation, process improvement, operations and applying them to logistics.","['simulation', 'manufacturing systems', 'supply chain', 'logistics', 'human factors']","['discrete-event simulation', 'linear programming', 'process mapping', 'data visualization', 'R']","['supply chain', 'optimization', 'operations', 'simulation', 'process improvement', 'logistics', 'discrete-event simulation', 'linear programming', 'process mapping', 'ML for operations', 'reinforcement learning', 'Python']"
NU_ENG_000460,NU,Computer Science,3,21,M,"['data', 'NLP', 'AI', 'machine learning']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include NLP, software engineering, security, machine learning and applying them to robotics.","['computer vision', 'security', 'manufacturing analytics', 'HCI', 'systems']","['SQL', 'Git', 'Python', 'testing', 'debugging']","['data', 'NLP', 'AI', 'software engineering', 'security', 'systems', 'robotics', 'SQL', 'Git', 'Python', 'machine learning', 'capstone']"
NU_ENG_000461,NU,Computer Science,4,21,M,"['algorithms', 'NLP', 'data', 'AI']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include software engineering, NLP, data engineering, NLP and applying them to robotics.","['NLP', 'algorithms', 'healthcare', 'HCI', 'systems']","['debugging', 'testing', 'Python', 'SQL', 'APIs']","['algorithms', 'NLP', 'data', 'software engineering', 'data engineering', 'robotics', 'debugging', 'testing', 'Python', 'manufacturing analytics', 'internship', 'Git']"
NU_ENG_000462,NU,Biomedical Engineering,3,20,NB,"['design', 'modeling', 'programming', 'experiments']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include biomechanics, medical devices, bioinstrumentation and applying them to assistive tech.","['assistive tech', 'bioinstrumentation', 'wearables', 'design', 'healthcare']","['modeling', 'MATLAB', 'experiments', 'Python', 'data analysis']","['design', 'modeling', 'programming', 'biomechanics', 'medical devices', 'bioinstrumentation', 'assistive tech', 'MATLAB', 'experiments', 'capstone', 'rehabilitation engineering', 'Python']"
NU_ENG_000463,NU,Materials Science and Engineering,1,18,F,"['modeling', 'design', 'team projects', 'experiments']","I'm exploring different directions in Materials Science and Engineering through intro courses and small projects. My main interests include experiments, team projects, characterization and applying them to biomaterials.","['materials processing', 'team projects', 'energy materials', 'advanced manufacturing', 'experiments']","['lab characterization', 'materials selection', 'data analysis', 'experiments', 'Python']","['modeling', 'design', 'team projects', 'experiments', 'characterization', 'biomaterials', 'lab characterization', 'materials selection', 'data analysis', 'materials processing', 'process monitoring', 'nanomaterials']"
NU_ENG_000464,NU,Civil Engineering,3,21,M,"['transportation', 'sustainability', 'risk', 'geotech']","I'm building depth in Civil Engineering with advanced coursework and research/industry-style projects. My main interests include sustainability, risk/resilience, water resources, remote sensing analytics and applying them to smart cities.","['climate adaptation', 'smart cities', 'geotechnical', 'sustainability', 'remote sensing analytics']","['design codes', 'simulation', 'statistical modeling', 'GIS', 'data analysis']","['transportation', 'sustainability', 'risk', 'risk/resilience', 'water resources', 'smart cities', 'design codes', 'simulation', 'statistical modeling', 'remote sensing analytics', 'capstone', 'data analysis']"
NU_ENG_000465,NU,Computer Science,1,18,M,"['machine learning', 'algorithms', 'systems', 'data']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include HCI, algorithms, data, NLP and applying them to finance.","['data engineering', 'finance', 'healthcare', 'computer vision', 'software engineering']","['Git', 'Python', 'SQL', 'APIs', 'testing']","['machine learning', 'algorithms', 'systems', 'HCI', 'data', 'finance', 'Git', 'Python', 'SQL', 'NLP', 'lab work', 'healthcare']"
NU_ENG_000466,NU,Electrical Engineering,3,20,M,"['power', 'circuits', 'embedded', 'control']","I'm building depth in Electrical Engineering with advanced coursework and research/industry-style projects. My main interests include embedded sensing, controls, signals, fault detection and applying them to smart grid.","['controls', 'sensing', 'signals', 'power systems', 'wireless']","['Python', 'simulation', 'circuit analysis', 'lab instrumentation', 'MATLAB']","['power', 'circuits', 'embedded', 'embedded sensing', 'controls', 'signals', 'smart grid', 'Python', 'simulation', 'circuit analysis', 'fault detection', 'lab instrumentation']"
NU_ENG_000467,NU,Electrical Engineering,4,21,F,"['signals', 'communications', 'power', 'embedded']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include power systems, controls, power and applying them to robotics.","['communications', 'signals', 'power', 'sensing', 'wireless']","['control design', 'simulation', 'Python', 'lab instrumentation', 'MATLAB']","['signals', 'communications', 'power', 'power systems', 'controls', 'embedded sensing', 'robotics', 'control design', 'simulation', 'Python', 'wireless', 'smart grid']"
NU_ENG_000468,NU,Materials Science and Engineering,3,20,M,"['data analysis', 'experiments', 'team projects', 'design']","I'm building depth in Materials Science and Engineering with advanced coursework and research/industry-style projects. My main interests include failure analysis, data analysis, team projects and applying them to energy materials.","['advanced manufacturing', 'nanomaterials', 'biomaterials', 'energy materials', 'characterization']","['data analysis', 'Python', 'materials selection', 'experiments', 'simulation']","['data analysis', 'experiments', 'team projects', 'failure analysis', 'energy materials', 'Python', 'materials selection', 'metals', 'design reviews', 'internship', 'lab work', 'characterization']"
NU_ENG_000469,NU,Biomedical Engineering,3,21,F,"['modeling', 'design', 'data analysis', 'team projects']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include bioinstrumentation, design, biomechanics and applying them to assistive tech.","['biomaterials', 'healthcare', 'data analysis', 'wearables', 'rehabilitation engineering']","['experiments', 'data analysis', 'signal processing', 'MATLAB', 'modeling']","['modeling', 'design', 'data analysis', 'bioinstrumentation', 'biomechanics', 'assistive tech', 'experiments', 'signal processing', 'rehabilitation engineering', 'capstone', 'imaging', 'Python']"
NU_ENG_000470,NU,Computer Science,2,19,M,"['systems', 'algorithms', 'machine learning', 'AI']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include HCI, security, systems, NLP and applying them to finance.","['NLP', 'manufacturing analytics', 'security', 'finance', 'data engineering']","['debugging', 'testing', 'Python', 'SQL', 'APIs']","['systems', 'algorithms', 'machine learning', 'HCI', 'security', 'finance', 'debugging', 'testing', 'Python', 'NLP', 'lab work', 'computer vision']"
NU_ENG_000471,NU,Computer Engineering,2,20,F,"['embedded', 'IoT', 'hardware', 'architecture']","I'm getting more focused in Computer Engineering by taking core classes and joining hands-on team projects. My main interests include hardware, architecture, hardware-software co-design, edge inference and applying them to manufacturing automation.","['real-time systems', 'smart devices', 'embedded systems', 'architecture', 'robotics']","['debugging', 'C/C++', 'Verilog/HDL', 'Python', 'microcontrollers']","['embedded', 'IoT', 'hardware', 'architecture', 'hardware-software co-design', 'manufacturing automation', 'debugging', 'C/C++', 'Verilog/HDL', 'edge inference', 'lab work', 'computer architecture']"
NU_ENG_000472,NU,Computer Science,4,22,F,"['NLP', 'machine learning', 'AI', 'algorithms']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include systems, AI, machine learning and applying them to robotics.","['machine learning', 'data engineering', 'manufacturing analytics', 'software engineering', 'algorithms']","['debugging', 'APIs', 'SQL', 'Python', 'Git']","['NLP', 'machine learning', 'AI', 'systems', 'data engineering', 'robotics', 'debugging', 'APIs', 'SQL', 'healthcare', 'Git', 'manufacturing analytics']"
NU_ENG_000473,NU,Biomedical Engineering,3,20,M,"['design', 'modeling', 'data analysis', 'programming']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include biomechanics, imaging, data analysis and applying them to healthcare.","['medical devices', 'healthcare', 'assistive tech', 'rehabilitation engineering', 'medical imaging']","['MATLAB', 'experiments', 'modeling', 'data analysis', 'Python']","['design', 'modeling', 'data analysis', 'biomechanics', 'imaging', 'bioinstrumentation', 'healthcare', 'MATLAB', 'experiments', 'rehabilitation engineering', 'signal processing', 'lab work']"
NU_ENG_000474,NU,Biomedical Engineering,3,20,F,"['design', 'team projects', 'experiments', 'modeling']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include imaging, team projects, bioinstrumentation and applying them to healthcare.","['medical devices', 'imaging', 'biomaterials', 'team projects', 'wearables']","['data analysis', 'MATLAB', 'modeling', 'signal processing', 'Python']","['design', 'team projects', 'experiments', 'imaging', 'bioinstrumentation', 'medical devices', 'healthcare', 'data analysis', 'MATLAB', 'modeling', 'image analysis', 'biomaterials']"
NU_ENG_000475,NU,Chemical Engineering,2,19,F,"['experiments', 'modeling', 'design', 'team projects']","I'm getting more focused in Chemical Engineering by taking core classes and joining hands-on team projects. My main interests include catalysis, design, modeling and applying them to materials processing.","['design', 'separations', 'materials processing', 'transport phenomena', 'catalysis']","['data analysis', 'MATLAB', 'Python', 'process simulation', 'mass/energy balances']","['experiments', 'modeling', 'design', 'catalysis', 'materials processing', 'data analysis', 'MATLAB', 'Python', 'mass/energy balances', 'lab work', 'design reviews', 'capstone']"
NU_ENG_000476,NU,Civil Engineering,1,18,M,"['water', 'transportation', 'structures', 'geotech']","I'm exploring different directions in Civil Engineering through intro courses and small projects. My main interests include water, water resources, geotechnical and applying them to construction management.","['structures', 'climate adaptation', 'geotechnical', 'water', 'smart cities']","['Python', 'simulation', 'GIS', 'statistical modeling', 'design codes']","['water', 'transportation', 'structures', 'water resources', 'geotechnical', 'construction management', 'Python', 'simulation', 'GIS', 'internship', 'process monitoring', 'construction']"
NU_ENG_000477,NU,Computer Science,1,18,M,"['data', 'NLP', 'machine learning', 'algorithms']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include machine learning, systems, security, computer vision and applying them to healthcare.","['security', 'robotics', 'computer vision', 'finance', 'software engineering']","['Git', 'Python', 'debugging', 'APIs', 'SQL']","['data', 'NLP', 'machine learning', 'systems', 'security', 'healthcare', 'Git', 'Python', 'debugging', 'computer vision', 'process monitoring', 'education tech']"
NU_ENG_000478,NU,Computer Science,1,18,F,"['NLP', 'systems', 'machine learning', 'data']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include HCI, NLP, security, NLP and applying them to manufacturing analytics.","['education tech', 'software engineering', 'robotics', 'finance', 'data engineering']","['Git', 'APIs', 'Python', 'SQL', 'testing']","['NLP', 'systems', 'machine learning', 'HCI', 'security', 'manufacturing analytics', 'Git', 'APIs', 'Python', 'finance', 'data engineering', 'healthcare']"
NU_ENG_000479,NU,Computer Science,2,20,M,"['algorithms', 'systems', 'machine learning', 'NLP']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include algorithms, machine learning, software engineering and applying them to finance.","['algorithms', 'healthcare', 'security', 'manufacturing analytics', 'education tech']","['SQL', 'debugging', 'APIs', 'testing', 'Git']","['algorithms', 'systems', 'machine learning', 'software engineering', 'finance', 'SQL', 'debugging', 'APIs', 'lab work', 'security', 'education tech', 'testing']"
NU_ENG_000480,NU,Computer Engineering,4,22,M,"['hardware', 'IoT', 'systems', 'computer vision']","I'm specializing in Computer Engineering through capstone work and targeted research experience. My main interests include computer architecture, hardware-software co-design, digital design, edge inference and applying them to smart devices.","['IoT', 'real-time systems', 'computer vision', 'embedded systems', 'smart devices']","['microcontrollers', 'C/C++', 'profiling', 'Verilog/HDL', 'debugging']","['hardware', 'IoT', 'systems', 'computer architecture', 'hardware-software co-design', 'digital design', 'computer vision', 'smart devices', 'microcontrollers', 'C/C++', 'profiling', 'edge inference']"
NU_ENG_000481,NU,Computer Engineering,3,20,M,"['hardware', 'systems', 'IoT', 'computer vision']","I'm building depth in Computer Engineering with advanced coursework and research/industry-style projects. My main interests include embedded systems, IoT, digital design and applying them to manufacturing automation.","['computer architecture', 'real-time systems', 'robotics', 'digital design', 'manufacturing automation']","['Python', 'microcontrollers', 'C/C++', 'Verilog/HDL', 'debugging']","['hardware', 'systems', 'IoT', 'embedded systems', 'digital design', 'hardware-software co-design', 'manufacturing automation', 'Python', 'microcontrollers', 'C/C++', 'debugging', 'real-time systems']"
NU_ENG_000482,NU,Chemical Engineering,1,18,F,"['programming', 'design', 'experiments', 'data analysis']","I'm exploring different directions in Chemical Engineering through intro courses and small projects. My main interests include transport phenomena, reaction engineering, data analysis, process monitoring models and applying them to sustainable manufacturing.","['process design', 'pharma', 'energy', 'process safety', 'sustainable manufacturing']","['lab experiments', 'MATLAB', 'process simulation', 'data analysis', 'Python']","['programming', 'design', 'experiments', 'transport phenomena', 'reaction engineering', 'data analysis', 'sustainable manufacturing', 'lab experiments', 'MATLAB', 'process simulation', 'process monitoring models', 'capstone']"
NU_ENG_000483,NU,Computer Science,1,19,F,"['algorithms', 'NLP', 'systems', 'data']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include security, data, algorithms, NLP and applying them to education tech.","['security', 'data engineering', 'finance', 'NLP', 'data']","['testing', 'APIs', 'Python', 'Git', 'SQL']","['algorithms', 'NLP', 'systems', 'security', 'data', 'education tech', 'testing', 'APIs', 'Python', 'computer vision', 'machine learning', 'finance']"
NU_ENG_000484,NU,Civil Engineering,2,19,NB,"['transportation', 'geotech', 'risk', 'water']","I'm getting more focused in Civil Engineering by taking core classes and joining hands-on team projects. My main interests include construction, water, risk and applying them to infrastructure.","['smart cities', 'infrastructure', 'sustainability', 'construction', 'construction management']","['simulation', 'Python', 'statistical modeling', 'data analysis', 'GIS']","['transportation', 'geotech', 'risk', 'construction', 'water', 'infrastructure', 'simulation', 'Python', 'statistical modeling', 'data analysis', 'smart cities', 'climate adaptation']"
NU_ENG_000485,NU,Applied Math,4,22,M,"['data analysis', 'team projects', 'design', 'experiments']","I'm specializing in Applied Math through capstone work and targeted research experience. My main interests include data analysis, design, scientific computing, ML foundations and applying them to manufacturing systems.","['energy', 'probability', 'optimization', 'scientific computing', 'manufacturing systems']","['numerical methods', 'Python', 'R', 'data analysis', 'simulation']","['data analysis', 'team projects', 'design', 'scientific computing', 'modeling', 'manufacturing systems', 'numerical methods', 'Python', 'R', 'ML foundations', 'internship', 'optimization']"
NU_ENG_000486,NU,Computer Science,2,19,F,"['data', 'AI', 'NLP', 'algorithms']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include AI, HCI, systems and applying them to education tech.","['manufacturing analytics', 'AI', 'algorithms', 'systems', 'HCI']","['SQL', 'Python', 'testing', 'debugging', 'Git']","['data', 'AI', 'NLP', 'HCI', 'systems', 'education tech', 'SQL', 'Python', 'testing', 'data engineering', 'machine learning', 'manufacturing analytics']"
NU_ENG_000487,NU,Computer Science,4,22,M,"['algorithms', 'AI', 'machine learning', 'systems']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include software engineering, systems, algorithms, computer vision and applying them to robotics.","['computer vision', 'finance', 'machine learning', 'HCI', 'education tech']","['debugging', 'Git', 'SQL', 'testing', 'APIs']","['algorithms', 'AI', 'machine learning', 'software engineering', 'systems', 'robotics', 'debugging', 'Git', 'SQL', 'computer vision', 'lab work', 'HCI']"
NU_ENG_000488,NU,Chemical Engineering,4,21,F,"['modeling', 'programming', 'data analysis', 'design']","I'm specializing in Chemical Engineering through capstone work and targeted research experience. My main interests include data analysis, process design, separations, process monitoring models and applying them to materials processing.","['process design', 'materials processing', 'catalysis', 'separations', 'reaction engineering']","['process simulation', 'Python', 'MATLAB', 'lab experiments', 'mass/energy balances']","['modeling', 'programming', 'data analysis', 'process design', 'separations', 'process safety', 'materials processing', 'process simulation', 'Python', 'MATLAB', 'process monitoring models', 'reaction engineering']"
NU_ENG_000489,NU,Computer Science,1,18,M,"['systems', 'machine learning', 'AI', 'data']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include software engineering, security, HCI and applying them to robotics.","['education tech', 'systems', 'finance', 'security', 'healthcare']","['debugging', 'APIs', 'Git', 'Python', 'SQL']","['systems', 'machine learning', 'AI', 'software engineering', 'security', 'HCI', 'robotics', 'debugging', 'APIs', 'Git', 'education tech', 'lab work']"
NU_ENG_000490,NU,Computer Science,3,20,M,"['systems', 'data', 'AI', 'machine learning']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include security, HCI, data, computer vision and applying them to education tech.","['HCI', 'robotics', 'algorithms', 'data', 'data engineering']","['APIs', 'Python', 'testing', 'Git', 'debugging']","['systems', 'data', 'AI', 'security', 'HCI', 'machine learning', 'education tech', 'APIs', 'Python', 'testing', 'computer vision', 'Git']"
NU_ENG_000491,NU,Electrical Engineering,4,22,NB,"['communications', 'control', 'signals', 'circuits']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include signals, circuits, communications, fault detection and applying them to sensing.","['embedded sensing', 'controls', 'smart grid', 'manufacturing automation', 'circuits']","['lab instrumentation', 'circuit analysis', 'simulation', 'control design', 'MATLAB']","['communications', 'control', 'signals', 'circuits', 'sensing', 'lab instrumentation', 'circuit analysis', 'simulation', 'fault detection', 'capstone', 'design reviews', 'smart grid']"
NU_ENG_000492,NU,Electrical Engineering,2,20,NB,"['embedded', 'communications', 'control', 'signals']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include embedded sensing, controls, power systems and applying them to smart grid.","['wireless', 'communications', 'signals', 'embedded sensing', 'power systems']","['MATLAB', 'lab instrumentation', 'circuit analysis', 'simulation', 'control design']","['embedded', 'communications', 'control', 'embedded sensing', 'controls', 'power systems', 'smart grid', 'MATLAB', 'lab instrumentation', 'circuit analysis', 'signals', 'internship']"
NU_ENG_000493,NU,Electrical Engineering,1,19,F,"['signals', 'control', 'communications', 'circuits']","I'm exploring different directions in Electrical Engineering through intro courses and small projects. My main interests include embedded sensing, communications, power systems, fault detection and applying them to sensing.","['wireless', 'sensing', 'communications', 'manufacturing automation', 'fault detection']","['simulation', 'Python', 'MATLAB', 'control design', 'lab instrumentation']","['signals', 'control', 'communications', 'embedded sensing', 'power systems', 'sensing', 'simulation', 'Python', 'MATLAB', 'fault detection', 'lab instrumentation', 'circuit analysis']"
NU_ENG_000494,NU,Civil Engineering,4,21,M,"['structures', 'geotech', 'risk', 'transportation']","I'm specializing in Civil Engineering through capstone work and targeted research experience. My main interests include structures, transportation, sustainability, remote sensing analytics and applying them to smart cities.","['water resources', 'structures', 'infrastructure', 'transportation', 'risk/resilience']","['simulation', 'data analysis', 'statistical modeling', 'design codes', 'GIS']","['structures', 'geotech', 'risk', 'transportation', 'sustainability', 'water resources', 'smart cities', 'simulation', 'data analysis', 'statistical modeling', 'remote sensing analytics', 'construction']"
NU_ENG_000495,NU,Industrial Engineering,4,21,F,"['optimization', 'operations', 'analytics', 'simulation']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include simulation, quality engineering, supply chain and applying them to manufacturing systems.","['supply chain', 'operations research', 'production planning', 'service systems', 'human factors']","['R', 'data visualization', 'A/B testing', 'Python', 'process mapping']","['optimization', 'operations', 'analytics', 'simulation', 'quality engineering', 'supply chain', 'human factors', 'manufacturing systems', 'R', 'data visualization', 'A/B testing', 'service systems']"
NU_ENG_000496,NU,Computer Science,3,20,M,"['algorithms', 'NLP', 'AI', 'data']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include security, AI, software engineering, machine learning and applying them to manufacturing analytics.","['security', 'systems', 'computer vision', 'AI', 'manufacturing analytics']","['testing', 'SQL', 'Git', 'debugging', 'APIs']","['algorithms', 'NLP', 'AI', 'security', 'software engineering', 'HCI', 'manufacturing analytics', 'testing', 'SQL', 'Git', 'machine learning', 'APIs']"
